Base Year,Year,State,Kind of Economic Activity,Sub Kind of Economic Activity,Value RM Million,Status Data,,
2005,2009,Kuala Lumpur,Services,"Finance and Insurance, Real Estate and Business Services",31417,f,,
2005,2010,Kuala Lumpur,Services,"Finance and Insurance, Real Estate and Business Services",33928,f,,
2005,2011,Kuala Lumpur,Services,"Finance and Insurance, Real Estate and Business Services",36665,f,,
2005,2012,Kuala Lumpur,Services,"Finance and Insurance, Real Estate and Business Services",39294,e,,
2005,2013,Kuala Lumpur,Services,"Finance and Insurance, Real Estate and Business Services",41087,p,,
2005,2005,Kuala Lumpur,Services,Other Services,3343,f,,
2005,2006,Kuala Lumpur,Services,Other Services,3506,f,,
2005,2007,Kuala Lumpur,Services,Other Services,3798,f,,
2005,2008,Kuala Lumpur,Services,Other Services,4092,f,,
2005,2009,Kuala Lumpur,Services,Other Services,4289,f,,
2005,2010,Kuala Lumpur,Services,Other Services,4586,f,,
2005,2011,Kuala Lumpur,Services,Other Services,4851,f,,
2005,2012,Kuala Lumpur,Services,Other Services,5074,e,,
2005,2013,Kuala Lumpur,Services,Other Services,5399,p,,
2005,2005,Kuala Lumpur,Services,Government Services,7329,f,,
2005,2006,Kuala Lumpur,Services,Government Services,7983,f,,
2005,2007,Kuala Lumpur,Services,Government Services,8319,f,,
2005,2008,Kuala Lumpur,Services,Government Services,9532,f,,
2005,2009,Kuala Lumpur,Services,Government Services,9965,f,,
2005,2010,Kuala Lumpur,Services,Government Services,11362,f,,
2005,2011,Kuala Lumpur,Services,Government Services,12971,f,,
2005,2012,Kuala Lumpur,Services,Government Services,14012,e,,
2005,2013,Kuala Lumpur,Services,Government Services,14966,p,,
2005,2005,Kuala Lumpur,plus: Import Duties,plus: Import Duties,711,f,,
2005,2006,Kuala Lumpur,plus: Import Duties,plus: Import Duties,745,f,,
2005,2007,Kuala Lumpur,plus: Import Duties,plus: Import Duties,837,f,,
2005,2008,Kuala Lumpur,plus: Import Duties,plus: Import Duties,830,f,,
2005,2009,Kuala Lumpur,plus: Import Duties,plus: Import Duties,856,f,,
2005,2010,Kuala Lumpur,plus: Import Duties,plus: Import Duties,1006,f,,
2005,2011,Kuala Lumpur,plus: Import Duties,plus: Import Duties,1417,f,,
2005,2012,Kuala Lumpur,plus: Import Duties,plus: Import Duties,1580,e,,
2005,2013,Kuala Lumpur,plus: Import Duties,plus: Import Duties,1140,p,,
2005,2005,Labuan,Agriculture,Agriculture,74,f,,
2005,2006,Labuan,Agriculture,Agriculture,104,f,,
2005,2007,Labuan,Agriculture,Agriculture,104,f,,
2005,2008,Labuan,Agriculture,Agriculture,110,f,,
2005,2009,Labuan,Agriculture,Agriculture,109,f,,
2005,2010,Labuan,Agriculture,Agriculture,118,f,,
2005,2011,Labuan,Agriculture,Agriculture,117,f,,
2005,2012,Labuan,Agriculture,Agriculture,121,e,,
2005,2013,Labuan,Agriculture,Agriculture,139,p,,
2005,2005,Labuan,Mining and Quarrying,Mining and Quarrying,0,f,,
2005,2006,Labuan,Mining and Quarrying,Mining and Quarrying,0,f,,
2005,2007,Labuan,Mining and Quarrying,Mining and Quarrying,0,f,,
2005,2008,Labuan,Mining and Quarrying,Mining and Quarrying,0,f,,
2005,2009,Labuan,Mining and Quarrying,Mining and Quarrying,0,f,,
2005,2010,Labuan,Mining and Quarrying,Mining and Quarrying,0,f,,
2005,2011,Labuan,Mining and Quarrying,Mining and Quarrying,0,f,,
2005,2012,Labuan,Mining and Quarrying,Mining and Quarrying,0,e,,
2005,2013,Labuan,Mining and Quarrying,Mining and Quarrying,0,p,,
2005,2005,Labuan,Manufacturing,Manufacturing,595,f,,
2005,2006,Labuan,Manufacturing,Manufacturing,894,f,,
2005,2007,Labuan,Manufacturing,Manufacturing,840,f,,
2005,2008,Labuan,Manufacturing,Manufacturing,593,f,,
2005,2009,Labuan,Manufacturing,Manufacturing,568,f,,
2005,2010,Labuan,Manufacturing,Manufacturing,576,f,,
2005,2011,Labuan,Manufacturing,Manufacturing,676,f,,
2005,2012,Labuan,Manufacturing,Manufacturing,718,e,,
2005,2013,Labuan,Manufacturing,Manufacturing,751,p,,
2005,2005,Labuan,Construction,Construction,24,f,,
2005,2006,Labuan,Construction,Construction,24,f,,
2005,2007,Labuan,Construction,Construction,18,f,,
2005,2008,Labuan,Construction,Construction,21,f,,
2005,2009,Labuan,Construction,Construction,19,f,,
2005,2010,Labuan,Construction,Construction,21,f,,
2005,2011,Labuan,Construction,Construction,22,f,,
2005,2012,Labuan,Construction,Construction,34,e,,
2005,2013,Labuan,Construction,Construction,52,p,,
2005,2005,Labuan,Services,"Utilities, Transport, Storage and Communication",177,f,,
2005,2006,Labuan,Services,"Utilities, Transport, Storage and Communication",189,f,,
2005,2007,Labuan,Services,"Utilities, Transport, Storage and Communication",191,f,,
2005,2008,Labuan,Services,"Utilities, Transport, Storage and Communication",208,f,,
2005,2009,Labuan,Services,"Utilities, Transport, Storage and Communication",202,f,,
2005,2010,Labuan,Services,"Utilities, Transport, Storage and Communication",202,f,,
2005,2011,Labuan,Services,"Utilities, Transport, Storage and Communication",212,f,,
2005,2012,Labuan,Services,"Utilities, Transport, Storage and Communication",222,e,,
2005,2013,Labuan,Services,"Utilities, Transport, Storage and Communication",231,p,,
2005,2005,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",168,f,,
2005,2006,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",177,f,,
2005,2007,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",207,f,,
2005,2008,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",221,f,,
2005,2009,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",226,f,,
2005,2010,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",240,f,,
2005,2011,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",249,f,,
2005,2012,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",259,e,,
2005,2013,Labuan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",281,p,,
2005,2005,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",974,f,,
2005,2006,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1032,f,,
2005,2007,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1186,f,,
2005,2008,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1058,f,,
2005,2009,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1167,f,,
2005,2010,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1313,f,,
2005,2011,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1533,f,,
2005,2012,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1654,e,,
2005,2013,Labuan,Services,"Finance and Insurance, Real Estate and Business Services",1801,p,,
2005,2005,Labuan,Services,Other Services,60,f,,
2005,2006,Labuan,Services,Other Services,63,f,,
2005,2007,Labuan,Services,Other Services,64,f,,
2005,2008,Labuan,Services,Other Services,64,f,,
2005,2009,Labuan,Services,Other Services,67,f,,
2005,2010,Labuan,Services,Other Services,69,f,,
2005,2011,Labuan,Services,Other Services,71,f,,
2005,2012,Labuan,Services,Other Services,73,e,,
2005,2013,Labuan,Services,Other Services,76,p,,
2005,2005,Labuan,Services,Government Services,40,f,,
2005,2006,Labuan,Services,Government Services,47,f,,
2005,2007,Labuan,Services,Government Services,52,f,,
2005,2008,Labuan,Services,Government Services,69,f,,
2005,2009,Labuan,Services,Government Services,74,f,,
2005,2010,Labuan,Services,Government Services,88,f,,
2005,2011,Labuan,Services,Government Services,106,f,,
2005,2012,Labuan,Services,Government Services,119,e,,
2005,2013,Labuan,Services,Government Services,126,p,,
2005,2005,Labuan,plus: Import Duties,plus: Import Duties,34,f,,
2005,2006,Labuan,plus: Import Duties,plus: Import Duties,21,f,,
2005,2007,Labuan,plus: Import Duties,plus: Import Duties,17,f,,
2005,2008,Labuan,plus: Import Duties,plus: Import Duties,26,f,,
2005,2009,Labuan,plus: Import Duties,plus: Import Duties,54,f,,
2005,2010,Labuan,plus: Import Duties,plus: Import Duties,19,f,,
2005,2011,Labuan,plus: Import Duties,plus: Import Duties,22,f,,
2005,2012,Labuan,plus: Import Duties,plus: Import Duties,18,e,,
2005,2013,Labuan,plus: Import Duties,plus: Import Duties,19,p,,
2010,2010,Johor,Agriculture,Agriculture,12501,f,,
2010,2011,Johor,Agriculture,Agriculture,13352,f,,
2010,2012,Johor,Agriculture,Agriculture,13836,f,,
2010,2013,Johor,Agriculture,Agriculture,14165,f,,
2010,2014,Johor,Agriculture,Agriculture,14656,f,,
2010,2015,Johor,Agriculture,Agriculture,14744,f,,1.058735757
2010,2016,Johor,Agriculture,Agriculture,14034,e,,1.0709705
2010,2017,Johor,Agriculture,Agriculture,15274,p,,
2010,2010,Johor,Mining and quarrying,Mining and quarrying,228,f,,
2010,2011,Johor,Mining and quarrying,Mining and quarrying,237,f,,
2010,2012,Johor,Mining and quarrying,Mining and quarrying,282,f,,
2010,2013,Johor,Mining and quarrying,Mining and quarrying,323,f,,
2010,2014,Johor,Mining and quarrying,Mining and quarrying,366,f,,
2010,2015,Johor,Mining and quarrying,Mining and quarrying,405,f,,
2010,2016,Johor,Mining and quarrying,Mining and quarrying,483,e,,
2010,2017,Johor,Mining and quarrying,Mining and quarrying,556,p,,
2010,2010,Johor,Manufacturing,Manufacturing,23532,f,,
2010,2011,Johor,Manufacturing,Manufacturing,24637,f,,
2010,2012,Johor,Manufacturing,Manufacturing,26048,f,,
2010,2013,Johor,Manufacturing,Manufacturing,27159,f,,
2010,2014,Johor,Manufacturing,Manufacturing,28666,f,,
2010,2015,Johor,Manufacturing,Manufacturing,30335,f,,
2010,2016,Johor,Manufacturing,Manufacturing,31991,e,,
2010,2017,Johor,Manufacturing,Manufacturing,34182,p,,
2010,2010,Johor,Construction,Construction,2707,f,,
2010,2011,Johor,Construction,Construction,2686,f,,
2010,2012,Johor,Construction,Construction,3153,f,,
2010,2013,Johor,Construction,Construction,3404,f,,
2010,2014,Johor,Construction,Construction,4538,f,,
2010,2015,Johor,Construction,Construction,5761,f,,
2010,2016,Johor,Construction,Construction,7141,e,,
2010,2017,Johor,Construction,Construction,6673,p,,
2010,2010,Johor,Services,"Utilities, transportation and storage, information and communication",8287,f,,
2010,2011,Johor,Services,"Utilities, transportation and storage, information and communication",9033,f,,
2010,2012,Johor,Services,"Utilities, transportation and storage, information and communication",9756,f,,
2010,2013,Johor,Services,"Utilities, transportation and storage, information and communication",10213,f,,
2010,2014,Johor,Services,"Utilities, transportation and storage, information and communication",11022,f,,
2010,2015,Johor,Services,"Utilities, transportation and storage, information and communication",11711,f,,
2010,2016,Johor,Services,"Utilities, transportation and storage, information and communication",12776,e,,
2010,2017,Johor,Services,"Utilities, transportation and storage, information and communication",13898,p,,
2010,2010,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",9043,f,,
2010,2011,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",9633,f,,
2010,2012,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",10041,f,,
2010,2013,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",10563,f,,
2010,2014,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",11572,f,,
2010,2015,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",12387,f,,
2010,2016,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",13237,e,,
2010,2017,Johor,Services,"Wholesale and retail trade, food & beverage and accommodation",14283,p,,
2010,2010,Johor,Services,"Finance and insurance, real estate and business services",8051,f,,
2010,2011,Johor,Services,"Finance and insurance, real estate and business services",8633,f,,
2010,2012,Johor,Services,"Finance and insurance, real estate and business services",9178,f,,
2010,2013,Johor,Services,"Finance and insurance, real estate and business services",9471,f,,
2010,2014,Johor,Services,"Finance and insurance, real estate and business services",9809,f,,
2010,2015,Johor,Services,"Finance and insurance, real estate and business services",9966,f,,
2010,2016,Johor,Services,"Finance and insurance, real estate and business services",10240,e,,
2010,2017,Johor,Services,"Finance and insurance, real estate and business services",10659,p,,
2010,2010,Johor,Services,Other services,3347,f,,
2010,2011,Johor,Services,Other services,3573,f,,
2010,2012,Johor,Services,Other services,3724,f,,
2010,2013,Johor,Services,Other services,3831,f,,
2010,2014,Johor,Services,Other services,4006,f,,
2010,2015,Johor,Services,Other services,4176,f,,
2010,2016,Johor,Services,Other services,4413,e,,
2010,2017,Johor,Services,Other services,4687,p,,
2010,2010,Johor,Services,Government services,5713,f,,
2010,2011,Johor,Services,Government services,6443,f,,
2010,2012,Johor,Services,Government services,7236,f,,
2010,2013,Johor,Services,Government services,7567,f,,
2010,2014,Johor,Services,Government services,8073,f,,
2010,2015,Johor,Services,Government services,8348,f,,
2010,2016,Johor,Services,Government services,8735,e,,
2010,2017,Johor,Services,Government services,9159,p,,
2010,2010,Johor,Plus: Import duties,Plus: Import duties,695,f,,
2010,2011,Johor,Plus: Import duties,Plus: Import duties,717,f,,
2010,2012,Johor,Plus: Import duties,Plus: Import duties,795,f,,
2010,2013,Johor,Plus: Import duties,Plus: Import duties,1277,f,,
2010,2014,Johor,Plus: Import duties,Plus: Import duties,946,f,,
2010,2015,Johor,Plus: Import duties,Plus: Import duties,1127,f,,
2010,2016,Johor,Plus: Import duties,Plus: Import duties,1573,e,,
2010,2017,Johor,Plus: Import duties,Plus: Import duties,1713,p,,
2010,2010,Kedah,Agriculture,Agriculture,4428,f,,
2010,2011,Kedah,Agriculture,Agriculture,4800,f,,
2010,2012,Kedah,Agriculture,Agriculture,4851,f,,
2010,2013,Kedah,Agriculture,Agriculture,4999,f,,
2010,2014,Kedah,Agriculture,Agriculture,4906,f,,
2010,2015,Kedah,Agriculture,Agriculture,5456,f,,
2010,2016,Kedah,Agriculture,Agriculture,4983,e,,
2010,2017,Kedah,Agriculture,Agriculture,5338,p,,
2010,2010,Kedah,Mining and quarrying,Mining and quarrying,56,f,,
2010,2011,Kedah,Mining and quarrying,Mining and quarrying,59,f,,
2010,2012,Kedah,Mining and quarrying,Mining and quarrying,71,f,,
2010,2013,Kedah,Mining and quarrying,Mining and quarrying,82,f,,
2010,2014,Kedah,Mining and quarrying,Mining and quarrying,94,f,,
2010,2015,Kedah,Mining and quarrying,Mining and quarrying,103,f,,
2010,2016,Kedah,Mining and quarrying,Mining and quarrying,118,e,,
2010,2017,Kedah,Mining and quarrying,Mining and quarrying,135,p,,
2010,2010,Kedah,Manufacturing,Manufacturing,7959,f,,
2010,2011,Kedah,Manufacturing,Manufacturing,8790,f,,
2010,2012,Kedah,Manufacturing,Manufacturing,9395,f,,
2010,2013,Kedah,Manufacturing,Manufacturing,9725,f,,
2010,2014,Kedah,Manufacturing,Manufacturing,10092,f,,
2010,2015,Kedah,Manufacturing,Manufacturing,10262,f,,
2010,2016,Kedah,Manufacturing,Manufacturing,10722,e,,
2010,2017,Kedah,Manufacturing,Manufacturing,11178,p,,
2010,2010,Kedah,Construction,Construction,593,f,,
2010,2011,Kedah,Construction,Construction,597,f,,
2010,2012,Kedah,Construction,Construction,662,f,,
2010,2013,Kedah,Construction,Construction,591,f,,
2010,2014,Kedah,Construction,Construction,539,f,,
2010,2015,Kedah,Construction,Construction,662,f,,
2010,2016,Kedah,Construction,Construction,767,e,,
2010,2017,Kedah,Construction,Construction,713,p,,
2010,2010,Kedah,Services,"Utilities, transportation and storage, information and communication",2276,f,,
2010,2011,Kedah,Services,"Utilities, transportation and storage, information and communication",2508,f,,
2010,2012,Kedah,Services,"Utilities, transportation and storage, information and communication",2670,f,,
2010,2013,Kedah,Services,"Utilities, transportation and storage, information and communication",2860,f,,
2010,2014,Kedah,Services,"Utilities, transportation and storage, information and communication",3121,f,,
2010,2015,Kedah,Services,"Utilities, transportation and storage, information and communication",3403,f,,
2010,2016,Kedah,Services,"Utilities, transportation and storage, information and communication",3669,e,,
2010,2017,Kedah,Services,"Utilities, transportation and storage, information and communication",3932,p,,
2010,2010,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",3993,f,,
2010,2011,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",4172,f,,
2010,2012,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",4304,f,,
2010,2013,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",4676,f,,
2010,2014,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",5067,f,,
2010,2015,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",5356,f,,
2010,2016,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",5631,e,,
2010,2017,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",6004,p,,
2010,2010,Kedah,Services,"Finance and insurance, real estate and business services",2200,f,,
2010,2011,Kedah,Services,"Finance and insurance, real estate and business services",2363,f,,
2010,2012,Kedah,Services,"Finance and insurance, real estate and business services",2573,f,,
2010,2013,Kedah,Services,"Finance and insurance, real estate and business services",2656,f,,
2010,2014,Kedah,Services,"Finance and insurance, real estate and business services",2742,f,,
2010,2015,Kedah,Services,"Finance and insurance, real estate and business services",2827,f,,
2010,2016,Kedah,Services,"Finance and insurance, real estate and business services",2949,e,,
2010,2017,Kedah,Services,"Finance and insurance, real estate and business services",3067,p,,
2010,2010,Kedah,Services,Other services,2072,f,,
2010,2011,Kedah,Services,Other services,2153,f,,
2010,2012,Kedah,Services,Other services,2205,f,,
2010,2013,Kedah,Services,Other services,2283,f,,
2010,2014,Kedah,Services,Other services,2374,f,,
2010,2015,Kedah,Services,Other services,2494,f,,
2010,2016,Kedah,Services,Other services,2616,e,,
2010,2017,Kedah,Services,Other services,2728,p,,
2010,2010,Kedah,Services,Government services,3649,f,,
2010,2011,Kedah,Services,Government services,4014,f,,
2010,2012,Kedah,Services,Government services,4348,f,,
2010,2013,Kedah,Services,Government services,4695,f,,
2010,2014,Kedah,Services,Government services,4969,f,,
2010,2015,Kedah,Services,Government services,5175,f,,
2010,2016,Kedah,Services,Government services,5419,e,,
2010,2017,Kedah,Services,Government services,5644,p,,
2010,2010,Kedah,Plus: Import duties,Plus: Import duties,130,f,,
2010,2011,Kedah,Plus: Import duties,Plus: Import duties,130,f,,
2010,2012,Kedah,Plus: Import duties,Plus: Import duties,163,f,,
2010,2013,Kedah,Plus: Import duties,Plus: Import duties,173,f,,
2010,2014,Kedah,Plus: Import duties,Plus: Import duties,194,f,,
2010,2015,Kedah,Plus: Import duties,Plus: Import duties,276,f,,
2010,2016,Kedah,Plus: Import duties,Plus: Import duties,309,e,,
2010,2017,Kedah,Plus: Import duties,Plus: Import duties,294,p,,
2010,2010,Kelantan,Agriculture,Agriculture,4498,f,,
2010,2011,Kelantan,Agriculture,Agriculture,4847,f,,
2010,2012,Kelantan,Agriculture,Agriculture,4869,f,,
2010,2013,Kelantan,Agriculture,Agriculture,4872,f,,
2010,2014,Kelantan,Agriculture,Agriculture,4973,f,,
2010,2015,Kelantan,Agriculture,Agriculture,4929,f,,
2010,2016,Kelantan,Agriculture,Agriculture,5065,e,,
2010,2017,Kelantan,Agriculture,Agriculture,5305,p,,
2010,2010,Kelantan,Mining and quarrying,Mining and quarrying,125,f,,
2010,2011,Kelantan,Mining and quarrying,Mining and quarrying,133,f,,
2010,2012,Kelantan,Mining and quarrying,Mining and quarrying,159,f,,
2010,2013,Kelantan,Mining and quarrying,Mining and quarrying,182,f,,
2010,2014,Kelantan,Mining and quarrying,Mining and quarrying,207,f,,
2010,2015,Kelantan,Mining and quarrying,Mining and quarrying,223,f,,
2010,2016,Kelantan,Mining and quarrying,Mining and quarrying,249,e,,
2010,2017,Kelantan,Mining and quarrying,Mining and quarrying,291,p,,
2010,2010,Kelantan,Manufacturing,Manufacturing,987,f,,
2010,2011,Kelantan,Manufacturing,Manufacturing,1029,f,,
2010,2012,Kelantan,Manufacturing,Manufacturing,1059,f,,
2010,2013,Kelantan,Manufacturing,Manufacturing,1058,f,,
2010,2014,Kelantan,Manufacturing,Manufacturing,1078,f,,
2010,2015,Kelantan,Manufacturing,Manufacturing,1087,f,,
2010,2016,Kelantan,Manufacturing,Manufacturing,1111,e,,
2010,2017,Kelantan,Manufacturing,Manufacturing,1212,p,,
2010,2010,Kelantan,Construction,Construction,316,f,,
2010,2011,Kelantan,Construction,Construction,313,f,,
2010,2012,Kelantan,Construction,Construction,347,f,,
2010,2013,Kelantan,Construction,Construction,279,f,,
2010,2014,Kelantan,Construction,Construction,297,f,,
2010,2015,Kelantan,Construction,Construction,359,f,,
2010,2016,Kelantan,Construction,Construction,466,e,,
2010,2017,Kelantan,Construction,Construction,423,p,,
2010,2010,Kelantan,Services,"Utilities, transportation and storage, information and communication",1245,f,,
2010,2011,Kelantan,Services,"Utilities, transportation and storage, information and communication",1359,f,,
2010,2012,Kelantan,Services,"Utilities, transportation and storage, information and communication",1418,f,,
2010,2013,Kelantan,Services,"Utilities, transportation and storage, information and communication",1508,f,,
2010,2014,Kelantan,Services,"Utilities, transportation and storage, information and communication",1629,f,,
2010,2015,Kelantan,Services,"Utilities, transportation and storage, information and communication",1784,f,,
2010,2016,Kelantan,Services,"Utilities, transportation and storage, information and communication",1897,e,,
2010,2017,Kelantan,Services,"Utilities, transportation and storage, information and communication",2038,p,,
2010,2010,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",2913,f,,
2010,2011,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",3053,f,,
2010,2012,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",3193,f,,
2010,2013,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",3340,f,,
2010,2014,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",3590,f,,
2010,2015,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",3810,f,,
2010,2016,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",4015,e,,
2010,2017,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",4233,p,,
2010,2010,Kelantan,Services,"Finance and insurance, real estate and business services",934,f,,
2010,2011,Kelantan,Services,"Finance and insurance, real estate and business services",985,f,,
2010,2012,Kelantan,Services,"Finance and insurance, real estate and business services",1079,f,,
2010,2013,Kelantan,Services,"Finance and insurance, real estate and business services",1113,f,,
2010,2014,Kelantan,Services,"Finance and insurance, real estate and business services",1147,f,,
2010,2015,Kelantan,Services,"Finance and insurance, real estate and business services",1161,f,,
2010,2016,Kelantan,Services,"Finance and insurance, real estate and business services",1216,e,,
2010,2017,Kelantan,Services,"Finance and insurance, real estate and business services",1258,p,,
2010,2010,Kelantan,Services,Other services,1245,f,,
2010,2011,Kelantan,Services,Other services,1299,f,,
2010,2012,Kelantan,Services,Other services,1342,f,,
2010,2013,Kelantan,Services,Other services,1406,f,,
2010,2014,Kelantan,Services,Other services,1473,f,,
2010,2015,Kelantan,Services,Other services,1545,f,,
2010,2016,Kelantan,Services,Other services,1604,e,,
2010,2017,Kelantan,Services,Other services,1672,p,,
2010,2010,Kelantan,Services,Government services,3307,f,,
2010,2011,Kelantan,Services,Government services,3649,f,,
2010,2012,Kelantan,Services,Government services,4069,f,,
2010,2013,Kelantan,Services,Government services,4351,f,,
2010,2014,Kelantan,Services,Government services,4632,f,,
2010,2015,Kelantan,Services,Government services,4791,f,,
2010,2016,Kelantan,Services,Government services,5010,e,,
2010,2017,Kelantan,Services,Government services,5228,p,,
2010,2010,Kelantan,Plus: Import duties,Plus: Import duties,21,f,,
2010,2011,Kelantan,Plus: Import duties,Plus: Import duties,23,f,,
2010,2012,Kelantan,Plus: Import duties,Plus: Import duties,23,f,,
2010,2013,Kelantan,Plus: Import duties,Plus: Import duties,27,f,,
2010,2014,Kelantan,Plus: Import duties,Plus: Import duties,27,f,,
2010,2015,Kelantan,Plus: Import duties,Plus: Import duties,27,f,,
2010,2016,Kelantan,Plus: Import duties,Plus: Import duties,23,e,,
2010,2017,Kelantan,Plus: Import duties,Plus: Import duties,24,p,,
2010,2010,Melaka,Agriculture,Agriculture,2562,f,,
2010,2011,Melaka,Agriculture,Agriculture,2747,f,,
2010,2012,Melaka,Agriculture,Agriculture,2878,f,,
2010,2013,Melaka,Agriculture,Agriculture,3085,f,,
2010,2014,Melaka,Agriculture,Agriculture,3219,f,,
2010,2015,Melaka,Agriculture,Agriculture,3409,f,,
2010,2016,Melaka,Agriculture,Agriculture,3529,e,,
2010,2017,Melaka,Agriculture,Agriculture,3770,p,,
2010,2010,Melaka,Mining and quarrying,Mining and quarrying,25,f,,
2010,2011,Melaka,Mining and quarrying,Mining and quarrying,26,f,,
2010,2012,Melaka,Mining and quarrying,Mining and quarrying,31,f,,
2010,2013,Melaka,Mining and quarrying,Mining and quarrying,35,f,,
2010,2014,Melaka,Mining and quarrying,Mining and quarrying,41,f,,
2010,2015,Melaka,Mining and quarrying,Mining and quarrying,44,f,,
2010,2016,Melaka,Mining and quarrying,Mining and quarrying,53,e,,
2010,2017,Melaka,Mining and quarrying,Mining and quarrying,57,p,,
2010,2010,Melaka,Manufacturing,Manufacturing,10213,f,,
2010,2011,Melaka,Manufacturing,Manufacturing,10540,f,,
2010,2012,Melaka,Manufacturing,Manufacturing,11146,f,,
2010,2013,Melaka,Manufacturing,Manufacturing,11070,f,,
2010,2014,Melaka,Manufacturing,Manufacturing,12164,f,,
2010,2015,Melaka,Manufacturing,Manufacturing,12966,f,,
2010,2016,Melaka,Manufacturing,Manufacturing,13492,e,,
2010,2017,Melaka,Manufacturing,Manufacturing,14399,p,,
2010,2010,Melaka,Construction,Construction,651,f,,
2010,2011,Melaka,Construction,Construction,661,f,,
2010,2012,Melaka,Construction,Construction,1031,f,,
2010,2013,Melaka,Construction,Construction,788,f,,
2010,2014,Melaka,Construction,Construction,743,f,,
2010,2015,Melaka,Construction,Construction,770,f,,
2010,2016,Melaka,Construction,Construction,813,e,,
2010,2017,Melaka,Construction,Construction,1401,p,,
2010,2010,Melaka,Services,"Utilities, transportation and storage, information and communication",2101,f,,
2010,2011,Melaka,Services,"Utilities, transportation and storage, information and communication",2264,f,,
2010,2012,Melaka,Services,"Utilities, transportation and storage, information and communication",2377,f,,
2010,2013,Melaka,Services,"Utilities, transportation and storage, information and communication",2616,f,,
2010,2014,Melaka,Services,"Utilities, transportation and storage, information and communication",2930,f,,
2010,2015,Melaka,Services,"Utilities, transportation and storage, information and communication",3005,f,,
2010,2016,Melaka,Services,"Utilities, transportation and storage, information and communication",3188,e,,
2010,2017,Melaka,Services,"Utilities, transportation and storage, information and communication",3359,p,,
2010,2010,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",3744,f,,
2010,2011,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",3992,f,,
2010,2012,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",4141,f,,
2010,2013,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",4362,f,,
2010,2014,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",4700,f,,
2010,2015,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",4994,f,,
2010,2016,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",5265,e,,
2010,2017,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",5638,p,,
2010,2010,Melaka,Services,"Finance and insurance, real estate and business services",1753,f,,
2010,2011,Melaka,Services,"Finance and insurance, real estate and business services",1846,f,,
2010,2012,Melaka,Services,"Finance and insurance, real estate and business services",1981,f,,
2010,2013,Melaka,Services,"Finance and insurance, real estate and business services",2027,f,,
2010,2014,Melaka,Services,"Finance and insurance, real estate and business services",2131,f,,
2010,2015,Melaka,Services,"Finance and insurance, real estate and business services",2170,f,,
2010,2016,Melaka,Services,"Finance and insurance, real estate and business services",2235,e,,
